time_period,source,location,material,EF_weighted__Global Warming Potential (Gwp1000),EF_RECIPE__Agricultural Land Occupation (Lop),EF_RECIPE__Fossil Fuel Potential (Ffp),EF_RECIPE__Freshwater Ecotoxicity Potential (Fetp),EF_RECIPE__Freshwater Eutrophication Potential (Fep),EF_RECIPE__Global Warming Potential (Gwp1000),EF_RECIPE__Human Toxicity Potential (Htpc),EF_RECIPE__Human Toxicity Potential (Htpnc),EF_RECIPE__Ionising Radiation Potential (Irp),EF_RECIPE__Marine Ecotoxicity Potential (Metp),EF_RECIPE__Marine Eutrophication Potential (Mep),EF_RECIPE__Ozone Depletion Potential (Odpinfinite),EF_RECIPE__Particulate Matter Formation Potential (Pmfp),EF_RECIPE__Photochemical Oxidant Formation Potential: Ecosystems (Eofp),EF_RECIPE__Photochemical Oxidant Formation Potential: Humans (Hofp),EF_RECIPE__Surplus Ore Potential (Sop),EF_RECIPE__Terrestrial Acidification Potential (Tap),EF_RECIPE__Terrestrial Ecotoxicity Potential (Tetp),EF_RECIPE__Water Consumption Potential (Wcp),EF_IW__Adaptation to resources services loss (beta),"EF_IW__Climate change, long term, CO2 uptake","EF_IW__Climate change, long term, biogenic","EF_IW__Climate change, long term, fossil","EF_IW__Climate change, long term, land transformation","EF_IW__Climate change, short term, CO2 uptake","EF_IW__Climate change, short term, biogenic","EF_IW__Climate change, short term, fossil","EF_IW__Climate change, short term, land transformation",EF_IW__Fossil and nuclear energy use,EF_IW__Freshwater acidification,EF_IW__Freshwater ecotoxicity,EF_IW__Freshwater eutrophication,EF_IW__Human toxicity cancer,EF_IW__Human toxicity non-cancer,EF_IW__Ionizing radiations,"EF_IW__Land occupation, biodiversity","EF_IW__Land transformation, biodiversity",EF_IW__Marine eutrophication,EF_IW__Mineral resources use,EF_IW__Ozone layer depletion,EF_IW__Particulate matter formation,EF_IW__Photochemical ozone formation,EF_IW__Resources services deficit (beta),EF_IW__Terrestrial acidification,EF_IW__Water scarcity,EF_TRACI__Acidification Potential (Ap),EF_TRACI__Ecotoxicity: Freshwater,EF_TRACI__Eutrophication Potential,EF_TRACI__Global Warming Potential (Gwp100),EF_TRACI__Human Toxicity: Carcinogenic,EF_TRACI__Human Toxicity: Non-Carcinogenic,EF_TRACI__Maximum Incremental Reactivity (Mir),EF_TRACI__Ozone Depletion Potential (Odp),EF_TRACI__Particulate Matter Formation Potential (Pmfp),SLCA_EF - Child labor impact (worker hour/kg),SLCA_EF - Forced labor impact (worker hour/kg),SLCA_EF - Fatal injury impact (worker hour/kg),SLCA_EF - Non-fatal injury impact (worker hour/kg),SLCA_EF - Unemployment impact (worker hour/kg)
4,chemical transformation,EE,neodynium dysprosium iron alloy,1.101814077,0.010663179,0.259565894,0.060513195,0.001195823,1.101814077,0.12996189,1.934917966,0.11881389,0.082790758,7.84E-05,1.66E-07,0.002311125,0.002358414,0.002313604,0.044029515,0.006583657,6.431217424,0.008025332,1.674475333,-0.034566363,0.034859037,1.006137145,0.00055086,-0.034566363,0.035183578,1.050407603,0.000551044,14.08449633,0.006772525,255.4045083,1.55E-05,2.63E-09,1.01E-07,16.44955711,0.018855444,0.000122786,7.74E-05,0.476949423,6.95E-09,0.000657895,0.002312724,7.98E-05,0.006942649,0.89424275,0.00750967,18.94475297,0.009834482,1.07844749,1.84E-07,4.94E-07,0.057192059,6.63E-09,0.001165372,9.57E-07,9.57E-07,9.57E-07,9.57E-07,-9.57E-05
4,chemical transformation,JP,neodynium dysprosium iron alloy,0.913553843,0.009589188,0.210085923,0.03538256,0.000251064,0.913553843,0.068649776,0.80779313,0.059951021,0.048336829,2.34E-05,1.98E-07,0.001258473,0.002083288,0.002028881,0.044561721,0.003138881,6.337547756,0.004091449,1.230169873,-0.053773815,0.05656484,0.787027711,0.000479756,-0.053773815,0.05687148,0.837883283,0.00047995,10.83559451,0.003325744,229.5742182,1.52E-05,2.35E-09,7.04E-08,8.471905443,0.017699639,0.000120021,6.89E-05,0.477048609,1.11E-08,0.000427718,0.002028256,6.62E-05,0.003472862,0.177258653,0.003912927,11.71335332,0.002318101,0.886797287,9.66E-08,2.22E-07,0.050031191,1.04E-08,0.000893728,2.39E-06,2.39E-06,2.39E-06,2.39E-06,-2.39E-06
4,chemical transformation,MM,neodynium dysprosium iron alloy,0.979174086,0.011071804,0.227079928,0.043609511,0.00051453,0.979174086,0.102484527,1.226998764,0.021023539,0.059567399,4.11E-05,1.89E-07,0.00131955,0.00195888,0.001913906,0.043500811,0.003348703,5.846304356,0.007075162,1.478229364,-0.022200363,0.021556752,0.899197063,0.003857524,-0.022200363,0.02536783,0.935947761,0.003857692,10.88983849,0.003534332,232.649938,1.71E-05,2.47E-09,7.09E-08,2.853260505,0.02152217,0.000140328,7.15E-05,0.476382246,1.39E-08,0.000421254,0.001913143,6.53E-05,0.003674324,0.293923168,0.004146543,14.55863232,0.004805076,0.958285434,1.45E-07,3.20E-07,0.047242423,1.32E-08,0.000908716,Not available,Not available,Not available,Not available,Not available
4,chemical transformation,MY,neodynium dysprosium iron alloy,0.979174086,0.011071804,0.227079928,0.043609511,0.00051453,0.979174086,0.102484527,1.226998764,0.021023539,0.059567399,4.11E-05,1.89E-07,0.00131955,0.00195888,0.001913906,0.043500811,0.003348703,5.846304356,0.007075162,1.478229364,-0.022200363,0.021556752,0.899197063,0.003857524,-0.022200363,0.02536783,0.935947761,0.003857692,10.88983849,0.003534332,232.649938,1.71E-05,2.47E-09,7.09E-08,2.853260505,0.02152217,0.000140328,7.15E-05,0.476382246,1.39E-08,0.000421254,0.001913143,6.53E-05,0.003674324,0.293923168,0.004146543,14.55863232,0.004805076,0.958285434,1.45E-07,3.20E-07,0.047242423,1.32E-08,0.000908716,Not available,Not available,Not available,Not available,Not available
4,chemical transformation,US,neodynium dysprosium iron alloy,0.790942912,0.00849087,0.196736116,0.043299516,0.000555388,0.790942912,0.086074535,1.136523747,0.130062826,0.05886343,3.87E-05,1.84E-07,0.001211462,0.001668373,0.001617786,0.043942698,0.002745333,5.932542946,0.004361129,1.187575546,-0.028142596,0.029184103,0.713156301,0.000459712,-0.028142596,0.02949343,0.748529038,0.00045983,11.49987207,0.002915186,257.9862597,1.52E-05,2.28E-09,6.69E-08,17.31568184,0.015733717,0.000111766,5.49E-05,0.476826233,5.94E-09,0.000397675,0.001616889,6.91E-05,0.003043966,0.203031229,0.003398136,13.91751006,0.004650199,0.772280516,1.22E-07,2.88E-07,0.039844892,5.70E-09,0.000947085,Not available,Not available,Not available,Not available,Not available
4,clay mining,AU,ion adsorption clay,20.07454376,0.390699838,4.594572179,2969.691037,0.011952743,20.07454376,4.414014187,7154.732843,0.827579918,4017.949034,0.00586132,3.43E-06,0.037969319,0.052614181,0.050863084,0.632524148,0.121793298,932.278374,0.274207594,160.1645366,-0.534728173,0.60193252,17.4545636,0.014548008,-0.534728173,0.620773668,18.98047683,0.014553152,228.1553082,0.11971751,18934.03956,0.000430845,1.11E-06,0.003048394,118.9895747,0.744818778,0.004759288,0.01894731,0.789014567,2.90E-07,0.014464147,0.050804543,0.005824181,0.1285968,11.31598958,0.139546741,1660542.478,0.120290278,19.26894734,6.09E-06,0.003205053,1.426506392,2.66E-07,0.011743534,6.33E-07,6.33E-07,6.33E-07,6.33E-06,-6.33E-06
4,clay mining,BR,ion adsorption clay,18.74333123,0.39086616,4.206702201,2969.596375,0.00842707,18.74333123,4.183538133,7150.841057,0.876640415,4017.818236,0.005646686,4.41E-06,0.036169865,0.049408962,0.047649876,0.631289727,0.115829318,930.8201911,0.335744376,157.5252598,-0.557931479,0.646251823,15.94690311,0.077403459,-0.557931479,0.728111188,17.46313469,0.077408612,211.5856226,0.113687565,18775.6635,0.000427238,1.11E-06,0.003048292,124.6948437,0.803663208,0.004900619,0.018846135,0.789080213,2.94E-07,0.014101043,0.047590951,0.005757424,0.122361606,13.76018319,0.13224802,1660515.83,0.092942967,17.91762089,5.76E-06,0.003204157,1.346681716,2.70E-07,0.011337198,Not available,Not available,Not available,Not available,Not available
4,clay mining,CA,ion adsorption clay,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
4,clay mining,CN,ion adsorption clay,20.78183741,0.412344906,4.546260463,2969.624066,0.008801494,20.78183741,4.403275795,7152.449228,0.952683131,4017.857519,0.00566572,3.40E-06,0.037635885,0.051655078,0.049911008,0.634129759,0.118441876,933.3632665,0.276597269,160.543977,-0.554508444,0.61068948,17.85886603,0.014541527,-0.554508444,0.629626958,19.59869917,0.014546811,228.3487825,0.116366886,19328.43785,0.000440429,1.11E-06,0.003048383,134.4229999,0.784981871,0.005018211,0.01891767,0.790843305,2.82E-07,0.015938073,0.049852392,0.005788886,0.125172027,11.442023,0.136178739,1660529.083,0.099307561,19.86410794,6.07E-06,0.003204655,1.403128916,2.59E-07,0.012203755,3.96E-06,3.96E-05,3.96E-06,3.96E-06,-3.96E-05
4,clay mining,EE,ion adsorption clay,20.85325459,0.39985878,4.757057952,2969.700727,0.012227015,20.85325459,4.45364203,7155.445588,1.183890356,4017.963298,0.005882288,3.37E-06,0.041051762,0.053122124,0.051338379,0.635075788,0.131739562,934.7077715,0.290397782,160.9932372,-0.606945972,0.678280666,18.07556596,0.014923005,-0.606945972,0.697272917,19.66065836,0.014928416,242.1946298,0.129663124,18982.20441,0.000430492,1.11E-06,0.003048477,168.5306855,0.759453314,0.004821936,0.018964779,0.791700875,2.90E-07,0.01520472,0.051280401,0.00584529,0.138580362,14.00499641,0.149704195,1660546.027,0.123078183,20.01648791,6.15E-06,0.003205313,1.438156511,2.66E-07,0.012572173,Not available,Not available,Not available,Not available,Not available
4,clay mining,JP,ion adsorption clay,20.17033712,0.395966965,4.578047615,2969.609193,0.008783356,20.17033712,4.230796784,7151.338239,0.969381588,4017.837839,0.005682496,3.49E-06,0.037223004,0.052143627,0.050326456,0.637193721,0.119208402,934.4131328,0.276062695,159.3798365,-0.677017568,0.757457782,17.28102578,0.014664403,-0.677017568,0.77638486,18.88948282,0.014669856,230.4164103,0.117125417,18887.74886,0.000429671,1.11E-06,0.003048365,139.4578126,0.7552844,0.004812032,0.018935113,0.792143231,3.06E-07,0.014367892,0.050269413,0.005796249,0.125960479,11.39154639,0.136628987,1660519.701,0.095683865,19.3215495,5.83E-06,0.003204321,1.412709693,2.81E-07,0.011584137,Not available,Not available,Not available,Not available,Not available
4,clay mining,MM,ion adsorption clay,20.40618306,0.401348381,4.63863369,2969.639107,0.009743432,20.40618306,4.353476116,7152.864941,0.827405642,4017.87864,0.00574648,3.45E-06,0.037437076,0.051665664,0.049881321,0.633148452,0.119946866,932.5755308,0.286934033,160.2778426,-0.561866987,0.629788546,17.68572684,0.026977112,-0.561866987,0.661490613,19.24340672,0.026982463,230.5488318,0.117858621,18899.25496,0.000436342,1.11E-06,0.003048366,118.9667783,0.769174593,0.004885884,0.018943402,0.78963329,3.16E-07,0.014342068,0.049823769,0.005792694,0.126666018,11.81659284,0.13744426,1660530.038,0.104744001,19.57844944,6.00E-06,0.003204677,1.401886131,2.90E-07,0.011636558,6.33E-06,0.00063307,6.33E-07,6.33E-07,-6.33E-07
4,clay mining,MY,ion adsorption clay,20.40618306,0.401348381,4.63863369,2969.639107,0.009743432,20.40618306,4.353476116,7152.864941,0.827405642,4017.87864,0.00574648,3.45E-06,0.037437076,0.051665664,0.049881321,0.633148452,0.119946866,932.5755308,0.286934033,160.2778426,-0.561866987,0.629788546,17.68572684,0.026977112,-0.561866987,0.661490613,19.24340672,0.026982463,230.5488318,0.117858621,18899.25496,0.000436342,1.11E-06,0.003048366,118.9667783,0.769174593,0.004885884,0.018943402,0.78963329,3.16E-07,0.014342068,0.049823769,0.005792694,0.126666018,11.81659284,0.13744426,1660530.038,0.104744001,19.57844944,6.00E-06,0.003204677,1.401886131,2.90E-07,0.011636558,Not available,Not available,Not available,Not available,Not available
4,clay mining,US,ion adsorption clay,19.71816858,0.391943839,4.527518095,2969.637979,0.0098925,19.71816858,4.293722435,7152.535426,1.224972454,4017.876072,0.005737421,3.43E-06,0.037041001,0.050601083,0.048796409,0.634763675,0.117740604,932.8990082,0.277043551,159.2165709,-0.583536266,0.657604183,17.00616176,0.014588385,-0.583536266,0.676539714,18.55847803,0.014593553,232.7501679,0.115594687,18995.32833,0.000429602,1.11E-06,0.003048352,171.6980542,0.748074084,0.004782063,0.018882362,0.791299455,2.86E-07,0.014255609,0.048738363,0.005806355,0.12436093,11.48542051,0.134707509,1660527.703,0.104180229,18.89872839,5.92E-06,0.00320456,1.374785696,2.62E-07,0.011776009,5.28E-08,5.28E-08,5.28E-08,5.28E-06,-5.28E-07
4,clay refining,AU,dysprosium_oxide,12.90476126,1.991181389,2.714306403,0.949686732,0.004569401,12.90476126,2.184621657,19.00661573,0.657741475,1.276683309,0.002297806,1.36E-05,0.018680052,0.024632261,0.023810776,0.834696837,0.051391038,130.5232075,0.205032305,16.47866787,-2.752295949,0.672780862,10.84492723,0.163506353,-2.752295949,0.683396509,11.72191361,0.166559165,137.5529886,0.050417838,4378.719857,0.001683001,7.88E-08,1.23E-06,87.97118867,2.06655549,0.007387742,0.002120026,0.229593004,9.44E-07,0.009864301,0.023674102,0.001221107,0.054699895,10.87809695,0.06091438,358.2168863,0.057801338,12.45978947,3.02E-06,5.02E-06,0.641932289,8.09E-07,0.007929563,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
4,clay refining,BR,dysprosium_oxide,12.78404744,1.991197508,2.679120169,0.941088469,0.004249072,12.78404744,2.163722992,18.65306134,0.662204223,1.264803726,0.002278301,1.37E-05,0.018516774,0.024341552,0.023519273,0.834591091,0.050849753,130.3937695,0.210623504,16.23909914,-2.754405555,0.676808827,10.70811658,0.169217024,-2.754405555,0.693149818,11.58427054,0.172269837,136.0501848,0.049870568,4364.370469,0.001682678,7.87E-08,1.22E-06,88.49032878,2.071903533,0.007400603,0.002110843,0.229604496,9.44E-07,0.009831377,0.023382563,0.001215082,0.054133996,11.1001817,0.060251941,355.7971564,0.055316728,12.33722361,2.99E-06,4.94E-06,0.634690012,8.09E-07,0.007892727,Not available,Not available,Not available,Not available,Not available
4,clay refining,CA,dysprosium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
4,clay refining,CN,dysprosium_oxide,12.96906295,1.993147565,2.709948775,0.943600263,0.004283066,12.96906295,2.183634638,18.79907099,0.669110648,1.268366044,0.002280029,1.36E-05,0.018649739,0.024544841,0.023724035,0.83484007,0.051086481,130.6210466,0.205249659,16.51321098,-2.754093296,0.673576839,10.88171764,0.163505923,-2.754093296,0.68420131,11.7781269,0.166558748,137.5721481,0.05011335,4414.46912,0.001683869,7.89E-08,1.23E-06,89.37380678,2.070204143,0.007411264,0.002117316,0.229757275,9.43E-07,0.009998198,0.023587354,0.00121789,0.054388659,10.88956229,0.060608251,356.9991576,0.055894662,12.51391004,3.02E-06,4.98E-06,0.639802663,8.08E-07,0.007971373,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
4,clay refining,EE,dysprosium_oxide,12.97552121,1.992013658,2.729071177,0.950567283,0.004594323,12.97552121,2.188222608,19.07138167,0.690118693,1.277979504,0.002299712,1.36E-05,0.018960148,0.024678417,0.023853966,0.834928705,0.052294835,130.7439657,0.206503476,16.55397034,-2.758858242,0.67971847,10.90135652,0.163540429,-2.758858242,0.690347847,11.7837204,0.166593265,138.8287145,0.051321577,4383.096523,0.001682969,7.89E-08,1.24E-06,92.47289052,2.067885327,0.007393435,0.002121613,0.229837118,9.44E-07,0.009931596,0.023717342,0.001223025,0.055607081,11.12244164,0.061837368,358.5393637,0.058054669,12.52771705,3.03E-06,5.04E-06,0.642990917,8.09E-07,0.00800486,Not available,Not available,Not available,Not available,Not available
4,clay refining,JP,dysprosium_oxide,12.91316003,1.991657906,2.712680941,0.942242793,0.004281372,12.91316003,2.167912955,18.69802208,0.67062037,1.266566681,0.002281503,1.36E-05,0.018611457,0.024587281,0.023759651,0.835104998,0.051153753,130.712937,0.205200377,16.40679435,-2.765220714,0.686908519,10.82877654,0.163516876,-2.765220714,0.697531967,11.71332173,0.166569715,137.752516,0.050179831,4374.540275,0.001682889,7.88E-08,1.23E-06,89.83029366,2.067502482,0.00739252,0.002118794,0.229869986,9.45E-07,0.009855349,0.023623113,0.001218516,0.054457715,10.88494067,0.060645948,356.1439727,0.055564868,12.46423293,3.00E-06,4.95E-06,0.640618881,8.10E-07,0.007914878,Not available,Not available,Not available,Not available,Not available
4,clay refining,MM,dysprosium_oxide,12.9348967,1.992149016,2.718310198,0.944967937,0.004368645,12.9348967,2.179120709,18.83688343,0.65772564,1.270286765,0.002287371,1.36E-05,0.018631688,0.024546071,0.023721566,0.834753569,0.051223256,130.5502115,0.206188732,16.48896385,-2.754762005,0.675312087,10.86593261,0.164635761,-2.754762005,0.687096381,11.74580556,0.167688592,137.770484,0.050248925,4375.559067,0.001683501,7.88E-08,1.23E-06,87.96911732,2.068768682,0.007399246,0.002119671,0.229649237,9.46E-07,0.009853208,0.023584981,0.001218246,0.054524449,10.92358578,0.060723332,357.0864607,0.056388679,12.48791335,3.01E-06,4.99E-06,0.639695099,8.11E-07,0.007919843,0.000259219,0.025921902,2.59E-05,2.59E-05,-2.59E-05
4,clay refining,MY,dysprosium_oxide,12.9348967,1.992149016,2.718310198,0.944967937,0.004368645,12.9348967,2.179120709,18.83688343,0.65772564,1.270286765,0.002287371,1.36E-05,0.018631688,0.024546071,0.023721566,0.834753569,0.051223256,130.5502115,0.206188732,16.48896385,-2.754762005,0.675312087,10.86593261,0.164635761,-2.754762005,0.687096381,11.74580556,0.167688592,137.770484,0.050248925,4375.559067,0.001683501,7.88E-08,1.23E-06,87.96911732,2.068768682,0.007399246,0.002119671,0.229649237,9.46E-07,0.009853208,0.023584981,0.001218246,0.054524449,10.92358578,0.060723332,357.0864607,0.056388679,12.48791335,3.01E-06,4.99E-06,0.639695099,8.11E-07,0.007919843,Not available,Not available,Not available,Not available,Not available
4,clay refining,US,dysprosium_oxide,12.87254507,1.991294052,2.708258795,0.94486524,0.004382179,12.87254507,2.173684865,18.8069134,0.693844902,1.27005356,0.002286577,1.36E-05,0.018595884,0.02444984,0.023623476,0.83489994,0.05102339,130.5787755,0.205289708,16.39268467,-2.756730362,0.677838643,10.80430656,0.163510236,-2.756730362,0.688462981,11.68372306,0.16656305,137.9725569,0.050043833,4383.951701,0.001682887,7.87E-08,1.23E-06,92.75979415,2.066851198,0.007389784,0.002114167,0.229796294,9.43E-07,0.009845398,0.023486847,0.001219476,0.054315642,10.89347781,0.060475422,356.874085,0.056337375,12.42629917,3.01E-06,4.98E-06,0.637244663,8.08E-07,0.007932552,2.16E-06,2.16E-06,2.16E-06,0.000216016,-2.16E-05
4,clay refining,AU,neodynium_oxide,12.90463118,1.991179206,2.71427988,0.949670266,0.004569358,12.90463118,2.184585345,19.00627827,0.657734949,1.27666158,0.002297801,1.36E-05,0.018679836,0.024632064,0.023810586,0.834682521,0.051390395,130.5214882,0.205027729,16.47840926,-2.752292731,0.672767393,10.84482933,0.163506223,-2.752292731,0.683376986,11.72180776,0.166559035,137.5516344,0.050417138,4375.169999,0.001682996,7.88E-08,1.23E-06,87.9703237,2.066551192,0.007387705,0.002120017,0.229589828,9.44E-07,0.009864213,0.023673912,0.001221094,0.054699179,10.86885297,0.060913661,358.2113328,0.057800878,12.45966612,3.02E-06,5.02E-06,0.641927396,8.09E-07,0.007929489,2.59E-05,2.59E-05,2.59E-05,0.000259219,-0.000259219
4,clay refining,BR,neodynium_oxide,12.78391725,1.991195262,2.679093618,0.941071965,0.004249028,12.78391725,2.163686603,18.65272327,0.662197693,1.264781945,0.002278296,1.37E-05,0.018516557,0.024341355,0.023519082,0.834576766,0.05084911,130.3920442,0.210618927,16.23884022,-2.754402323,0.676795348,10.70801859,0.169216893,-2.754402323,0.693130284,11.58416459,0.172269706,136.0488292,0.049869866,4360.820549,0.001682673,7.87E-08,1.22E-06,88.48946324,2.071899104,0.007400564,0.002110834,0.229601284,9.44E-07,0.009831288,0.023382373,0.001215069,0.054133279,11.09093767,0.06025122,355.7915898,0.055316268,12.33710015,2.99E-06,4.94E-06,0.634685111,8.09E-07,0.007892653,Not available,Not available,Not available,Not available,Not available
4,clay refining,CA,neodynium_oxide,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
4,clay refining,CN,neodynium_oxide,12.96893288,1.99314535,2.709922255,0.943583804,0.004283023,12.96893288,2.183598336,18.79873365,0.669104122,1.268344324,0.002280025,1.36E-05,0.018649523,0.024544645,0.023723845,0.834825756,0.051085839,130.619328,0.205245083,16.51295242,-2.75409008,0.67356337,10.88161975,0.163505793,-2.75409008,0.684181788,11.77802106,0.166558617,137.5707941,0.05011265,4410.919271,0.001683864,7.89E-08,1.23E-06,89.3729418,2.070199773,0.007411226,0.002117307,0.229754104,9.43E-07,0.009998109,0.023587164,0.001217877,0.054387943,10.88031832,0.060607532,356.9936065,0.055894203,12.5137867,3.02E-06,4.98E-06,0.639797772,8.08E-07,0.007971299,0.000162012,0.001620119,0.000162012,0.000162012,-0.001620119
4,clay refining,EE,neodynium_oxide,12.97539102,1.992011412,2.729044625,0.950550778,0.00459428,12.97539102,2.188186227,19.07104359,0.690112162,1.277957724,0.002299707,1.36E-05,0.018959931,0.02467822,0.023853775,0.834914381,0.052294192,130.7422411,0.206498898,16.55371142,-2.75885501,0.679704991,10.90125853,0.163540298,-2.75885501,0.690328313,11.78361444,0.166593135,138.8273589,0.051320875,4379.546604,0.001682964,7.89E-08,1.24E-06,92.4720248,2.067880901,0.007393396,0.002121604,0.229833908,9.44E-07,0.009931507,0.023717152,0.001223012,0.055606364,11.11319761,0.061836648,358.5337973,0.058054209,12.52759358,3.03E-06,5.04E-06,0.642986015,8.09E-07,0.008004786,Not available,Not available,Not available,Not available,Not available
